hardware,model,layer_name,input,kv_cache,latency(ns)
RTX3090,meta-llama/Llama-3.1-8B,embedding,104,0,6498
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,104,0,27628
RTX3090,meta-llama/Llama-3.1-8B,q_proj,104,0,75202
RTX3090,meta-llama/Llama-3.1-8B,k_proj,104,0,22500
RTX3090,meta-llama/Llama-3.1-8B,v_proj,104,0,22295
RTX3090,meta-llama/Llama-3.1-8B,rope,104,0,34949
RTX3090,meta-llama/Llama-3.1-8B,attn,104,0,9371
RTX3090,meta-llama/Llama-3.1-8B,o_proj,104,0,75588
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,104,0,28212
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,104,0,224821
RTX3090,meta-llama/Llama-3.1-8B,act_fn,104,0,5097
RTX3090,meta-llama/Llama-3.1-8B,up_proj,104,0,225011
RTX3090,meta-llama/Llama-3.1-8B,down_proj,104,0,252955
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,104,0,27947
RTX3090,meta-llama/Llama-3.1-8B,lm_head,104,0,1908987
RTX3090,meta-llama/Llama-3.1-8B,embedding,105,0,7210
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,105,0,30566
RTX3090,meta-llama/Llama-3.1-8B,q_proj,105,0,83002
RTX3090,meta-llama/Llama-3.1-8B,k_proj,105,0,24850
RTX3090,meta-llama/Llama-3.1-8B,v_proj,105,0,24519
RTX3090,meta-llama/Llama-3.1-8B,rope,105,0,38339
RTX3090,meta-llama/Llama-3.1-8B,attn,105,0,10403
RTX3090,meta-llama/Llama-3.1-8B,o_proj,105,0,83020
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,105,0,31509
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,105,0,248113
RTX3090,meta-llama/Llama-3.1-8B,act_fn,105,0,5521
RTX3090,meta-llama/Llama-3.1-8B,up_proj,105,0,249134
RTX3090,meta-llama/Llama-3.1-8B,down_proj,105,0,279535
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,105,0,31102
RTX3090,meta-llama/Llama-3.1-8B,lm_head,105,0,2110206
RTX3090,meta-llama/Llama-3.1-8B,embedding,106,0,6397
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,106,0,27153
RTX3090,meta-llama/Llama-3.1-8B,q_proj,106,0,72923
RTX3090,meta-llama/Llama-3.1-8B,k_proj,106,0,21861
RTX3090,meta-llama/Llama-3.1-8B,v_proj,106,0,21654
RTX3090,meta-llama/Llama-3.1-8B,rope,106,0,33680
RTX3090,meta-llama/Llama-3.1-8B,attn,106,0,9077
RTX3090,meta-llama/Llama-3.1-8B,o_proj,106,0,73017
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,106,0,27750
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,106,0,219196
RTX3090,meta-llama/Llama-3.1-8B,act_fn,106,0,5118
RTX3090,meta-llama/Llama-3.1-8B,up_proj,106,0,222633
RTX3090,meta-llama/Llama-3.1-8B,down_proj,106,0,247161
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,106,0,27597
RTX3090,meta-llama/Llama-3.1-8B,lm_head,106,0,1871198
RTX3090,meta-llama/Llama-3.1-8B,embedding,107,0,7012
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,107,0,29750
RTX3090,meta-llama/Llama-3.1-8B,q_proj,107,0,79684
RTX3090,meta-llama/Llama-3.1-8B,k_proj,107,0,23896
RTX3090,meta-llama/Llama-3.1-8B,v_proj,107,0,23525
RTX3090,meta-llama/Llama-3.1-8B,rope,107,0,36829
RTX3090,meta-llama/Llama-3.1-8B,attn,107,0,9937
RTX3090,meta-llama/Llama-3.1-8B,o_proj,107,0,79556
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,107,0,30227
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,107,0,238272
RTX3090,meta-llama/Llama-3.1-8B,act_fn,107,0,5424
RTX3090,meta-llama/Llama-3.1-8B,up_proj,107,0,239029
RTX3090,meta-llama/Llama-3.1-8B,down_proj,107,0,267322
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,107,0,29967
RTX3090,meta-llama/Llama-3.1-8B,lm_head,107,0,2019359
RTX3090,meta-llama/Llama-3.1-8B,embedding,108,0,6736
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,108,0,27832
RTX3090,meta-llama/Llama-3.1-8B,q_proj,108,0,74691
RTX3090,meta-llama/Llama-3.1-8B,k_proj,108,0,22334
RTX3090,meta-llama/Llama-3.1-8B,v_proj,108,0,22385
RTX3090,meta-llama/Llama-3.1-8B,rope,108,0,35048
RTX3090,meta-llama/Llama-3.1-8B,attn,108,0,9382
RTX3090,meta-llama/Llama-3.1-8B,o_proj,108,0,74890
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,108,0,28474
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,108,0,224081
RTX3090,meta-llama/Llama-3.1-8B,act_fn,108,0,5220
RTX3090,meta-llama/Llama-3.1-8B,up_proj,108,0,224782
RTX3090,meta-llama/Llama-3.1-8B,down_proj,108,0,250942
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,108,0,28174
RTX3090,meta-llama/Llama-3.1-8B,lm_head,108,0,1986140
RTX3090,meta-llama/Llama-3.1-8B,embedding,109,0,6717
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,109,0,26934
RTX3090,meta-llama/Llama-3.1-8B,q_proj,109,0,72910
RTX3090,meta-llama/Llama-3.1-8B,k_proj,109,0,21798
RTX3090,meta-llama/Llama-3.1-8B,v_proj,109,0,21858
RTX3090,meta-llama/Llama-3.1-8B,rope,109,0,33567
RTX3090,meta-llama/Llama-3.1-8B,attn,109,0,9204
RTX3090,meta-llama/Llama-3.1-8B,o_proj,109,0,73061
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,109,0,27817
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,109,0,218879
RTX3090,meta-llama/Llama-3.1-8B,act_fn,109,0,5206
RTX3090,meta-llama/Llama-3.1-8B,up_proj,109,0,222771
RTX3090,meta-llama/Llama-3.1-8B,down_proj,109,0,247660
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,109,0,27676
RTX3090,meta-llama/Llama-3.1-8B,lm_head,109,0,1960740
RTX3090,meta-llama/Llama-3.1-8B,embedding,110,0,6506
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,110,0,27007
RTX3090,meta-llama/Llama-3.1-8B,q_proj,110,0,72861
RTX3090,meta-llama/Llama-3.1-8B,k_proj,110,0,21822
RTX3090,meta-llama/Llama-3.1-8B,v_proj,110,0,21687
RTX3090,meta-llama/Llama-3.1-8B,rope,110,0,33812
RTX3090,meta-llama/Llama-3.1-8B,attn,110,0,9096
RTX3090,meta-llama/Llama-3.1-8B,o_proj,110,0,73147
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,110,0,27978
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,110,0,219185
RTX3090,meta-llama/Llama-3.1-8B,act_fn,110,0,5286
RTX3090,meta-llama/Llama-3.1-8B,up_proj,110,0,223377
RTX3090,meta-llama/Llama-3.1-8B,down_proj,110,0,247623
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,110,0,27886
RTX3090,meta-llama/Llama-3.1-8B,lm_head,110,0,1960097
RTX3090,meta-llama/Llama-3.1-8B,embedding,111,0,7284
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,111,0,29909
RTX3090,meta-llama/Llama-3.1-8B,q_proj,111,0,79993
RTX3090,meta-llama/Llama-3.1-8B,k_proj,111,0,24074
RTX3090,meta-llama/Llama-3.1-8B,v_proj,111,0,23956
RTX3090,meta-llama/Llama-3.1-8B,rope,111,0,37182
RTX3090,meta-llama/Llama-3.1-8B,attn,111,0,10054
RTX3090,meta-llama/Llama-3.1-8B,o_proj,111,0,79916
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,111,0,30423
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,111,0,238654
RTX3090,meta-llama/Llama-3.1-8B,act_fn,111,0,5651
RTX3090,meta-llama/Llama-3.1-8B,up_proj,111,0,239907
RTX3090,meta-llama/Llama-3.1-8B,down_proj,111,0,268527
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,111,0,30111
RTX3090,meta-llama/Llama-3.1-8B,lm_head,111,0,2125199
RTX3090,meta-llama/Llama-3.1-8B,embedding,112,0,6814
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,112,0,26872
RTX3090,meta-llama/Llama-3.1-8B,q_proj,112,0,72343
RTX3090,meta-llama/Llama-3.1-8B,k_proj,112,0,21321
RTX3090,meta-llama/Llama-3.1-8B,v_proj,112,0,21470
RTX3090,meta-llama/Llama-3.1-8B,rope,112,0,33886
RTX3090,meta-llama/Llama-3.1-8B,attn,112,0,9007
RTX3090,meta-llama/Llama-3.1-8B,o_proj,112,0,72642
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,112,0,27377
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,112,0,217415
RTX3090,meta-llama/Llama-3.1-8B,act_fn,112,0,5685
RTX3090,meta-llama/Llama-3.1-8B,up_proj,112,0,221824
RTX3090,meta-llama/Llama-3.1-8B,down_proj,112,0,246158
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,112,0,27271
RTX3090,meta-llama/Llama-3.1-8B,lm_head,112,0,1947149
RTX3090,meta-llama/Llama-3.1-8B,embedding,113,0,6693
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,113,0,27006
RTX3090,meta-llama/Llama-3.1-8B,q_proj,113,0,72383
RTX3090,meta-llama/Llama-3.1-8B,k_proj,113,0,21897
RTX3090,meta-llama/Llama-3.1-8B,v_proj,113,0,21731
RTX3090,meta-llama/Llama-3.1-8B,rope,113,0,33819
RTX3090,meta-llama/Llama-3.1-8B,attn,113,0,9067
RTX3090,meta-llama/Llama-3.1-8B,o_proj,113,0,72803
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,113,0,27975
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,113,0,217302
RTX3090,meta-llama/Llama-3.1-8B,act_fn,113,0,5759
RTX3090,meta-llama/Llama-3.1-8B,up_proj,113,0,221602
RTX3090,meta-llama/Llama-3.1-8B,down_proj,113,0,246410
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,113,0,27826
RTX3090,meta-llama/Llama-3.1-8B,lm_head,113,0,1947995
RTX3090,meta-llama/Llama-3.1-8B,embedding,114,0,6663
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,114,0,26963
RTX3090,meta-llama/Llama-3.1-8B,q_proj,114,0,72512
RTX3090,meta-llama/Llama-3.1-8B,k_proj,114,0,21714
RTX3090,meta-llama/Llama-3.1-8B,v_proj,114,0,21797
RTX3090,meta-llama/Llama-3.1-8B,rope,114,0,33904
RTX3090,meta-llama/Llama-3.1-8B,attn,114,0,9091
RTX3090,meta-llama/Llama-3.1-8B,o_proj,114,0,72682
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,114,0,28005
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,114,0,218102
RTX3090,meta-llama/Llama-3.1-8B,act_fn,114,0,5866
RTX3090,meta-llama/Llama-3.1-8B,up_proj,114,0,222218
RTX3090,meta-llama/Llama-3.1-8B,down_proj,114,0,246688
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,114,0,27842
RTX3090,meta-llama/Llama-3.1-8B,lm_head,114,0,1951030
RTX3090,meta-llama/Llama-3.1-8B,embedding,115,0,7552
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,115,0,31173
RTX3090,meta-llama/Llama-3.1-8B,q_proj,115,0,82360
RTX3090,meta-llama/Llama-3.1-8B,k_proj,115,0,25088
RTX3090,meta-llama/Llama-3.1-8B,v_proj,115,0,24914
RTX3090,meta-llama/Llama-3.1-8B,rope,115,0,38839
RTX3090,meta-llama/Llama-3.1-8B,attn,115,0,10442
RTX3090,meta-llama/Llama-3.1-8B,o_proj,115,0,82626
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,115,0,31825
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,115,0,245909
RTX3090,meta-llama/Llama-3.1-8B,act_fn,115,0,5921
RTX3090,meta-llama/Llama-3.1-8B,up_proj,115,0,247325
RTX3090,meta-llama/Llama-3.1-8B,down_proj,115,0,277060
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,115,0,31476
RTX3090,meta-llama/Llama-3.1-8B,lm_head,115,0,2193873
RTX3090,meta-llama/Llama-3.1-8B,embedding,116,0,7443
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,116,0,30125
RTX3090,meta-llama/Llama-3.1-8B,q_proj,116,0,79932
RTX3090,meta-llama/Llama-3.1-8B,k_proj,116,0,24189
RTX3090,meta-llama/Llama-3.1-8B,v_proj,116,0,24142
RTX3090,meta-llama/Llama-3.1-8B,rope,116,0,37754
RTX3090,meta-llama/Llama-3.1-8B,attn,116,0,10052
RTX3090,meta-llama/Llama-3.1-8B,o_proj,116,0,79796
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,116,0,30796
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,116,0,316092
RTX3090,meta-llama/Llama-3.1-8B,act_fn,116,0,6546
RTX3090,meta-llama/Llama-3.1-8B,up_proj,116,0,316360
RTX3090,meta-llama/Llama-3.1-8B,down_proj,116,0,268308
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,116,0,30709
RTX3090,meta-llama/Llama-3.1-8B,lm_head,116,0,2127142
RTX3090,meta-llama/Llama-3.1-8B,embedding,117,0,6865
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,117,0,27240
RTX3090,meta-llama/Llama-3.1-8B,q_proj,117,0,72449
RTX3090,meta-llama/Llama-3.1-8B,k_proj,117,0,21841
RTX3090,meta-llama/Llama-3.1-8B,v_proj,117,0,21808
RTX3090,meta-llama/Llama-3.1-8B,rope,117,0,34103
RTX3090,meta-llama/Llama-3.1-8B,attn,117,0,9097
RTX3090,meta-llama/Llama-3.1-8B,o_proj,117,0,72812
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,117,0,27828
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,117,0,287778
RTX3090,meta-llama/Llama-3.1-8B,act_fn,117,0,6013
RTX3090,meta-llama/Llama-3.1-8B,up_proj,117,0,287963
RTX3090,meta-llama/Llama-3.1-8B,down_proj,117,0,244312
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,117,0,27979
RTX3090,meta-llama/Llama-3.1-8B,lm_head,117,0,1873600
RTX3090,meta-llama/Llama-3.1-8B,embedding,118,0,7945
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,118,0,31428
RTX3090,meta-llama/Llama-3.1-8B,q_proj,118,0,83124
RTX3090,meta-llama/Llama-3.1-8B,k_proj,118,0,24853
RTX3090,meta-llama/Llama-3.1-8B,v_proj,118,0,24436
RTX3090,meta-llama/Llama-3.1-8B,rope,118,0,39382
RTX3090,meta-llama/Llama-3.1-8B,attn,118,0,10529
RTX3090,meta-llama/Llama-3.1-8B,o_proj,118,0,83404
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,118,0,32049
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,118,0,329250
RTX3090,meta-llama/Llama-3.1-8B,act_fn,118,0,6779
RTX3090,meta-llama/Llama-3.1-8B,up_proj,118,0,329714
RTX3090,meta-llama/Llama-3.1-8B,down_proj,118,0,279751
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,118,0,31992
RTX3090,meta-llama/Llama-3.1-8B,lm_head,118,0,2115892
RTX3090,meta-llama/Llama-3.1-8B,embedding,119,0,7880
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,119,0,31368
RTX3090,meta-llama/Llama-3.1-8B,q_proj,119,0,83128
RTX3090,meta-llama/Llama-3.1-8B,k_proj,119,0,24831
RTX3090,meta-llama/Llama-3.1-8B,v_proj,119,0,24433
RTX3090,meta-llama/Llama-3.1-8B,rope,119,0,39565
RTX3090,meta-llama/Llama-3.1-8B,attn,119,0,10628
RTX3090,meta-llama/Llama-3.1-8B,o_proj,119,0,83431
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,119,0,32073
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,119,0,329300
RTX3090,meta-llama/Llama-3.1-8B,act_fn,119,0,6763
RTX3090,meta-llama/Llama-3.1-8B,up_proj,119,0,329787
RTX3090,meta-llama/Llama-3.1-8B,down_proj,119,0,279748
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,119,0,32111
RTX3090,meta-llama/Llama-3.1-8B,lm_head,119,0,2115911
RTX3090,meta-llama/Llama-3.1-8B,embedding,120,0,6939
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,120,0,27098
RTX3090,meta-llama/Llama-3.1-8B,q_proj,120,0,72435
RTX3090,meta-llama/Llama-3.1-8B,k_proj,120,0,21399
RTX3090,meta-llama/Llama-3.1-8B,v_proj,120,0,21389
RTX3090,meta-llama/Llama-3.1-8B,rope,120,0,34290
RTX3090,meta-llama/Llama-3.1-8B,attn,120,0,9092
RTX3090,meta-llama/Llama-3.1-8B,o_proj,120,0,72833
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,120,0,27745
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,120,0,287818
RTX3090,meta-llama/Llama-3.1-8B,act_fn,120,0,6016
RTX3090,meta-llama/Llama-3.1-8B,up_proj,120,0,288140
RTX3090,meta-llama/Llama-3.1-8B,down_proj,120,0,244401
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,120,0,27894
RTX3090,meta-llama/Llama-3.1-8B,lm_head,120,0,1875588
RTX3090,meta-llama/Llama-3.1-8B,embedding,121,0,7127
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,121,0,27324
RTX3090,meta-llama/Llama-3.1-8B,q_proj,121,0,72438
RTX3090,meta-llama/Llama-3.1-8B,k_proj,121,0,21302
RTX3090,meta-llama/Llama-3.1-8B,v_proj,121,0,21417
RTX3090,meta-llama/Llama-3.1-8B,rope,121,0,34243
RTX3090,meta-llama/Llama-3.1-8B,attn,121,0,9124
RTX3090,meta-llama/Llama-3.1-8B,o_proj,121,0,72799
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,121,0,28090
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,121,0,287875
RTX3090,meta-llama/Llama-3.1-8B,act_fn,121,0,6055
RTX3090,meta-llama/Llama-3.1-8B,up_proj,121,0,288316
RTX3090,meta-llama/Llama-3.1-8B,down_proj,121,0,244447
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,121,0,28264
RTX3090,meta-llama/Llama-3.1-8B,lm_head,121,0,1876535
RTX3090,meta-llama/Llama-3.1-8B,embedding,122,0,7057
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,122,0,27395
RTX3090,meta-llama/Llama-3.1-8B,q_proj,122,0,72443
RTX3090,meta-llama/Llama-3.1-8B,k_proj,122,0,21337
RTX3090,meta-llama/Llama-3.1-8B,v_proj,122,0,21410
RTX3090,meta-llama/Llama-3.1-8B,rope,122,0,34186
RTX3090,meta-llama/Llama-3.1-8B,attn,122,0,9153
RTX3090,meta-llama/Llama-3.1-8B,o_proj,122,0,72843
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,122,0,28190
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,122,0,287964
RTX3090,meta-llama/Llama-3.1-8B,act_fn,122,0,6101
RTX3090,meta-llama/Llama-3.1-8B,up_proj,122,0,288386
RTX3090,meta-llama/Llama-3.1-8B,down_proj,122,0,244452
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,122,0,28356
RTX3090,meta-llama/Llama-3.1-8B,lm_head,122,0,1879092
RTX3090,meta-llama/Llama-3.1-8B,embedding,123,0,7198
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,123,0,27387
RTX3090,meta-llama/Llama-3.1-8B,q_proj,123,0,72412
RTX3090,meta-llama/Llama-3.1-8B,k_proj,123,0,21326
RTX3090,meta-llama/Llama-3.1-8B,v_proj,123,0,21438
RTX3090,meta-llama/Llama-3.1-8B,rope,123,0,34239
RTX3090,meta-llama/Llama-3.1-8B,attn,123,0,9153
RTX3090,meta-llama/Llama-3.1-8B,o_proj,123,0,72844
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,123,0,28167
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,123,0,287978
RTX3090,meta-llama/Llama-3.1-8B,act_fn,123,0,6020
RTX3090,meta-llama/Llama-3.1-8B,up_proj,123,0,288358
RTX3090,meta-llama/Llama-3.1-8B,down_proj,123,0,244515
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,123,0,28323
RTX3090,meta-llama/Llama-3.1-8B,lm_head,123,0,1878358
RTX3090,meta-llama/Llama-3.1-8B,embedding,124,0,8219
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,124,0,32016
RTX3090,meta-llama/Llama-3.1-8B,q_proj,124,0,82822
RTX3090,meta-llama/Llama-3.1-8B,k_proj,124,0,24755
RTX3090,meta-llama/Llama-3.1-8B,v_proj,124,0,24520
RTX3090,meta-llama/Llama-3.1-8B,rope,124,0,42922
RTX3090,meta-llama/Llama-3.1-8B,attn,124,0,10582
RTX3090,meta-llama/Llama-3.1-8B,o_proj,124,0,83127
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,124,0,32819
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,124,0,328319
RTX3090,meta-llama/Llama-3.1-8B,act_fn,124,0,6792
RTX3090,meta-llama/Llama-3.1-8B,up_proj,124,0,328889
RTX3090,meta-llama/Llama-3.1-8B,down_proj,124,0,278746
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,124,0,32710
RTX3090,meta-llama/Llama-3.1-8B,lm_head,124,0,2107515
RTX3090,meta-llama/Llama-3.1-8B,embedding,125,0,7164
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,125,0,27869
RTX3090,meta-llama/Llama-3.1-8B,q_proj,125,0,72440
RTX3090,meta-llama/Llama-3.1-8B,k_proj,125,0,21372
RTX3090,meta-llama/Llama-3.1-8B,v_proj,125,0,21472
RTX3090,meta-llama/Llama-3.1-8B,rope,125,0,37229
RTX3090,meta-llama/Llama-3.1-8B,attn,125,0,9166
RTX3090,meta-llama/Llama-3.1-8B,o_proj,125,0,72827
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,125,0,28561
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,125,0,288112
RTX3090,meta-llama/Llama-3.1-8B,act_fn,125,0,6105
RTX3090,meta-llama/Llama-3.1-8B,up_proj,125,0,288456
RTX3090,meta-llama/Llama-3.1-8B,down_proj,125,0,244594
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,125,0,28709
RTX3090,meta-llama/Llama-3.1-8B,lm_head,125,0,1880755
RTX3090,meta-llama/Llama-3.1-8B,embedding,126,0,7357
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,126,0,27890
RTX3090,meta-llama/Llama-3.1-8B,q_proj,126,0,72410
RTX3090,meta-llama/Llama-3.1-8B,k_proj,126,0,21395
RTX3090,meta-llama/Llama-3.1-8B,v_proj,126,0,21429
RTX3090,meta-llama/Llama-3.1-8B,rope,126,0,37495
RTX3090,meta-llama/Llama-3.1-8B,attn,126,0,9230
RTX3090,meta-llama/Llama-3.1-8B,o_proj,126,0,72844
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,126,0,28565
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,126,0,288151
RTX3090,meta-llama/Llama-3.1-8B,act_fn,126,0,6225
RTX3090,meta-llama/Llama-3.1-8B,up_proj,126,0,288620
RTX3090,meta-llama/Llama-3.1-8B,down_proj,126,0,244655
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,126,0,28827
RTX3090,meta-llama/Llama-3.1-8B,lm_head,126,0,1882319
RTX3090,meta-llama/Llama-3.1-8B,embedding,127,0,7912
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,127,0,31107
RTX3090,meta-llama/Llama-3.1-8B,q_proj,127,0,80519
RTX3090,meta-llama/Llama-3.1-8B,k_proj,127,0,24140
RTX3090,meta-llama/Llama-3.1-8B,v_proj,127,0,23838
RTX3090,meta-llama/Llama-3.1-8B,rope,127,0,41740
RTX3090,meta-llama/Llama-3.1-8B,attn,127,0,10311
RTX3090,meta-llama/Llama-3.1-8B,o_proj,127,0,80739
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,127,0,31916
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,127,0,319060
RTX3090,meta-llama/Llama-3.1-8B,act_fn,127,0,6699
RTX3090,meta-llama/Llama-3.1-8B,up_proj,127,0,319657
RTX3090,meta-llama/Llama-3.1-8B,down_proj,127,0,270781
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,127,0,31902
RTX3090,meta-llama/Llama-3.1-8B,lm_head,127,0,2051834
RTX3090,meta-llama/Llama-3.1-8B,embedding,128,0,7178
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,128,0,27860
RTX3090,meta-llama/Llama-3.1-8B,q_proj,128,0,72448
RTX3090,meta-llama/Llama-3.1-8B,k_proj,128,0,21552
RTX3090,meta-llama/Llama-3.1-8B,v_proj,128,0,21433
RTX3090,meta-llama/Llama-3.1-8B,rope,128,0,37884
RTX3090,meta-llama/Llama-3.1-8B,attn,128,0,8631
RTX3090,meta-llama/Llama-3.1-8B,o_proj,128,0,72741
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,128,0,28449
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,128,0,288149
RTX3090,meta-llama/Llama-3.1-8B,act_fn,128,0,6241
RTX3090,meta-llama/Llama-3.1-8B,up_proj,128,0,288699
RTX3090,meta-llama/Llama-3.1-8B,down_proj,128,0,244629
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,128,0,28604
RTX3090,meta-llama/Llama-3.1-8B,lm_head,128,0,1883360
RTX3090,meta-llama/Llama-3.1-8B,embedding,129,0,7448
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,129,0,28941
RTX3090,meta-llama/Llama-3.1-8B,q_proj,129,0,145737
RTX3090,meta-llama/Llama-3.1-8B,k_proj,129,0,37638
RTX3090,meta-llama/Llama-3.1-8B,v_proj,129,0,36978
RTX3090,meta-llama/Llama-3.1-8B,rope,129,0,38601
RTX3090,meta-llama/Llama-3.1-8B,attn,129,0,16368
RTX3090,meta-llama/Llama-3.1-8B,o_proj,129,0,145797
RTX3090,meta-llama/Llama-3.1-8B,post_layernorm,129,0,29680
RTX3090,meta-llama/Llama-3.1-8B,gate_proj,129,0,425482
RTX3090,meta-llama/Llama-3.1-8B,act_fn,129,0,6885
RTX3090,meta-llama/Llama-3.1-8B,up_proj,129,0,426521
RTX3090,meta-llama/Llama-3.1-8B,down_proj,129,0,495345
RTX3090,meta-llama/Llama-3.1-8B,final_layernorm,129,0,29568
RTX3090,meta-llama/Llama-3.1-8B,lm_head,129,0,2632872
RTX3090,meta-llama/Llama-3.1-8B,embedding,130,0,7404
RTX3090,meta-llama/Llama-3.1-8B,input_layernorm,130,0,28815
RTX3090,meta-llama/Llama-3.1-8B,q_proj,130,0,145788
RTX3090,meta-llama/Llama-3.1-8B,k_proj,130,0,37670
RTX3090,meta-llama/Llama-3.1-8B,v_proj,130,0,37006
RTX3090,meta-llama/Llama-3.1-8B,rope,130,0,38795
RTX3090,meta-llama/Llama-3.1-8B,attn,130,0,16379
